Time,OS,Network Interface,GPS Latitude,GPS Longitude,GPS Accuracy (meters),SSID,BSSID,Wi-Fi Standard,Frequency,Network Channel,Channel Width (in MHz),RSSI (in dBm),Noise Level (in dBm),Public IP Address,Network Delay (in ms)
1697156399,MACOS,Airport,-33.91888619149486,151.2308797305686,5.830951894845301,uniwide,1c:e6:c7:3e:60:c7,802.11ac,2.4GHz,64,-89,40,-92,,
1697156399,MACOS,Airport,-33.91888619149486,151.2308797305686,5.830951894845301,MAZZER-32650674,30:c6:f7:ea:ab:71,802.11n,5GHz,1,-72,40,-91,,
1697156399,MACOS,Airport,-33.91888619149486,151.2308797305686,5.830951894845301,AT_401_RAC_056905_WW_154e,de:03:98:c7:15:4e,802.11n,5GHz,11,-83,20,-81,,
1697156399,MACOS,Airport,-33.91888619149486,151.2308797305686,5.830951894845301,UNSW Guest,1c:e6:c7:0d:6c:d4,802.11n,2.4GHz,64,-89,40,-93,,
1697156399,MACOS,Airport,-33.91888619149486,151.2308797305686,5.830951894845301,UNSW Guest,1c:e6:c7:0d:6c:d4,802.11ac,2.4GHz,64,-89,40,-93,,
1697156399,MACOS,Airport,-33.91888619149486,151.2308797305686,5.830951894845301,UNSW Guest,d0:72:dc:53:63:3c,802.11ac,2.4GHz,64,-86,40,-93,,
1697156399,MACOS,Airport,-33.91888619149486,151.2308797305686,5.830951894845301,eduroam,08:cc:68:b5:f4:4f,802.11ac,2.4GHz,132,-86,40,-90,,
1697156399,MACOS,Airport,-33.91888619149486,151.2308797305686,5.830951894845301,UNSW Guest,1c:e6:c7:e1:d4:94,802.11ac,2.4GHz,64,-91,40,-93,,
1697156399,MACOS,Airport,-33.91888619149486,151.2308797305686,5.830951894845301,eduroam,08:cc:68:b4:54:c0,802.11n,5GHz,1,-77,20,-91,,
1697156399,MACOS,Airport,-33.91888619149486,151.2308797305686,5.830951894845301,eduroam,d0:72:dc:5c:0a:de,802.11ac,2.4GHz,100,-92,40,-93,,
1697156399,MACOS,Airport,-33.91888619149486,151.2308797305686,5.830951894845301,AC06_5G,9c:c9:eb:4d:6f:ce,802.11ac,2.4GHz,36,-91,80,-89,,
1697156399,MACOS,Airport,-33.91888619149486,151.2308797305686,5.830951894845301,eduroam,08:cc:68:b5:c7:ef,802.11ac,2.4GHz,132,-80,40,-91,,
1697156399,MACOS,Airport,-33.91888619149486,151.2308797305686,5.830951894845301,Global_Students,08:cc:68:b4:5f:5d,802.11ac,2.4GHz,132,-84,40,-91,,
1697156399,MACOS,Airport,-33.91888619149486,151.2308797305686,5.830951894845301,uniwide,1c:e6:c7:5b:4a:f6,802.11ac,2.4GHz,64,-86,40,-93,,
1697156399,MACOS,Airport,-33.91888619149486,151.2308797305686,5.830951894845301,eduroam,a0:0f:37:4c:09:ee,802.11ac,2.4GHz,132,-81,40,-92,,
1697156399,MACOS,Airport,-33.91888619149486,151.2308797305686,5.830951894845301,UNSW Guest,a0:0f:37:4c:e6:8c,802.11ac,2.4GHz,52,-72,40,-92,,
1697156399,MACOS,Airport,-33.91888619149486,151.2308797305686,5.830951894845301,UNSW Guest,08:cc:68:b4:58:1c,802.11ac,2.4GHz,100,-79,40,-91,,
1697156399,MACOS,Airport,-33.91888619149486,151.2308797305686,5.830951894845301,uniwide,a0:0f:37:4c:e6:80,802.11n,5GHz,6,-67,20,-81,,
1697156399,MACOS,Airport,-33.91888619149486,151.2308797305686,5.830951894845301,eduroam,a8:9d:21:5c:c2:ff,802.11ac,2.4GHz,132,-67,40,-92,,
1697156399,MACOS,Airport,-33.91888619149486,151.2308797305686,5.830951894845301,UNSW Guest,08:cc:68:b4:5a:1c,802.11ac,2.4GHz,64,-86,40,-93,,
1697156399,MACOS,Airport,-33.91888619149486,151.2308797305686,5.830951894845301,uniwide,08:cc:68:b4:5f:d1,802.11n,5GHz,11,-84,20,-91,,
1697156399,MACOS,Airport,-33.91888619149486,151.2308797305686,5.830951894845301,Global_Students,1c:e6:c7:3e:da:b3,802.11ac,2.4GHz,52,-87,40,-92,,
1697156399,MACOS,Airport,-33.91888619149486,151.2308797305686,5.830951894845301,Global_Students,1c:e6:c7:3e:da:b3,802.11n,2.4GHz,52,-87,40,-92,,
1697156399,MACOS,Airport,-33.91888619149486,151.2308797305686,5.830951894845301,uniwide,a0:0f:37:4c:9f:8f,802.11ac,2.4GHz,112,-78,40,-92,,
1697156399,MACOS,Airport,-33.91888619149486,151.2308797305686,5.830951894845301,uniwide,d0:72:dc:53:63:3f,802.11ac,2.4GHz,64,-88,40,-92,,
1697156399,MACOS,Airport,-33.91888619149486,151.2308797305686,5.830951894845301,Global_Students,a8:9d:21:5c:c2:fb,802.11ac,2.4GHz,132,-67,40,-92,,
1697156399,MACOS,Airport,-33.91888619149486,151.2308797305686,5.830951894845301,eduroam,08:cc:68:b4:5f:5e,802.11ac,2.4GHz,132,-87,40,-93,,
1697156399,MACOS,Airport,-33.91888619149486,151.2308797305686,5.830951894845301,UNSW Guest,1c:e6:c7:3e:da:bc,802.11n,2.4GHz,52,-85,40,-92,,
1697156399,MACOS,Airport,-33.91888619149486,151.2308797305686,5.830951894845301,UNSW Guest,1c:e6:c7:e1:d4:9c,802.11n,2.4GHz,64,-90,40,-93,,
1697156399,MACOS,Airport,-33.91888619149486,151.2308797305686,5.830951894845301,Global_Students,a0:0f:37:4c:9f:8d,802.11ac,2.4GHz,112,-78,40,-92,,
1697156399,MACOS,Airport,-33.91888619149486,151.2308797305686,5.830951894845301,eduroam,1c:e6:c7:3e:61:ce,802.11n,2.4GHz,36,-86,40,-92,,
1697156399,MACOS,Airport,-33.91888619149486,151.2308797305686,5.830951894845301,Global_Students,1c:e6:c7:3e:61:cd,802.11n,2.4GHz,36,-87,40,-89,,
1697156399,MACOS,Airport,-33.91888619149486,151.2308797305686,5.830951894845301,Global_Students,1c:e6:c7:5b:4a:f3,802.11ac,2.4GHz,64,-87,40,-93,,
1697156399,MACOS,Airport,-33.91888619149486,151.2308797305686,5.830951894845301,Global_Students,1c:e6:c7:5b:4a:f3,802.11n,2.4GHz,64,-87,40,-93,,
1697156399,MACOS,Airport,-33.91888619149486,151.2308797305686,5.830951894845301,Global_Students,1c:e6:c7:e1:d4:9d,802.11n,2.4GHz,64,-87,40,-93,,
1697156399,MACOS,Airport,-33.91888619149486,151.2308797305686,5.830951894845301,UNSW Guest,08:cc:68:b5:f2:9c,802.11ac,2.4GHz,132,-87,40,-91,,
1697156399,MACOS,Airport,-33.91888619149486,151.2308797305686,5.830951894845301,Global_Students,08:cc:68:b4:ac:fb,802.11ac,2.4GHz,36,-91,40,-89,,
1697156399,MACOS,Airport,-33.91888619149486,151.2308797305686,5.830951894845301,Global_Students,1c:e6:c7:3e:61:c5,802.11ac,2.4GHz,36,-84,40,-92,,
1697156399,MACOS,Airport,-33.91888619149486,151.2308797305686,5.830951894845301,UNSW Guest,1c:e6:c7:0d:6c:d3,802.11n,5GHz,6,-70,20,-91,,
1697156399,MACOS,Airport,-33.91888619149486,151.2308797305686,5.830951894845301,UNSW Guest,1c:e6:c7:0d:6c:d3,802.11ac,5GHz,6,-70,20,-91,,
1697156399,MACOS,Airport,-33.91888619149486,151.2308797305686,5.830951894845301,Global_Students,1c:e6:c7:0d:6c:d3,802.11n,2.4GHz,64,-89,40,-93,,
1697156399,MACOS,Airport,-33.91888619149486,151.2308797305686,5.830951894845301,Global_Students,1c:e6:c7:0d:6c:d3,802.11ac,2.4GHz,64,-89,40,-93,,
1697156399,MACOS,Airport,-33.91888619149486,151.2308797305686,5.830951894845301,UNSW Guest,08:cc:68:b4:54:c3,802.11n,5GHz,1,-71,20,-91,,
1697156399,MACOS,Airport,-33.91888619149486,151.2308797305686,5.830951894845301,uniwide,1c:e6:c7:e0:1f:21,802.11n,5GHz,1,-80,20,-91,,
1697156399,MACOS,Airport,-33.91888619149486,151.2308797305686,5.830951894845301,uniwide,1c:e6:c7:3e:db:76,802.11ac,2.4GHz,44,-92,40,-92,,
1697156399,MACOS,Airport,-33.91888619149486,151.2308797305686,5.830951894845301,eduroam,08:cc:68:b4:58:1f,802.11ac,2.4GHz,100,-84,40,-92,,
1697156399,MACOS,Airport,-33.91888619149486,151.2308797305686,5.830951894845301,Global_Students,a0:0f:37:4c:09:ed,802.11ac,2.4GHz,132,-81,40,-92,,
1697156399,MACOS,Airport,-33.91888619149486,151.2308797305686,5.830951894845301,Warrane Guest,82:45:58:21:0a:ca,802.11n,5GHz,6,-86,20,-81,,
1697156399,MACOS,Airport,-33.91888619149486,151.2308797305686,5.830951894845301,eduroam,1c:e6:c7:e1:d4:9f,802.11n,2.4GHz,64,-88,40,-93,,
1697156399,MACOS,Airport,-33.91888619149486,151.2308797305686,5.830951894845301,Global_Students,08:cc:68:b4:54:c4,802.11n,5GHz,1,-70,20,-91,,
1697156399,MACOS,Airport,-33.91888619149486,151.2308797305686,5.830951894845301,AT_401_RAC_056905_WW_0439,de:03:98:6d:04:39,802.11n,5GHz,11,-84,20,-81,,
1697156399,MACOS,Airport,-33.91888619149486,151.2308797305686,5.830951894845301,AT_401_RAC_056905_WW_0439,de:03:98:6d:04:39,802.11n,5GHz,11,-84,20,-81,,
1697156399,MACOS,Airport,-33.91888619149486,151.2308797305686,5.830951894845301,uniwide,08:cc:68:b4:af:4f,802.11ac,2.4GHz,100,-84,40,-91,,
1697156399,MACOS,Airport,-33.91888619149486,151.2308797305686,5.830951894845301,uniwide,1c:e6:c7:e1:d4:9e,802.11n,2.4GHz,64,-86,40,-93,,
1697156399,MACOS,Airport,-33.91888619149486,151.2308797305686,5.830951894845301,UNSW Guest,1c:e6:c7:3e:61:cc,802.11n,2.4GHz,36,-81,40,-90,,
1697156399,MACOS,Airport,-33.91888619149486,151.2308797305686,5.830951894845301,AC99-5G,94:a6:7e:b2:bf:4d,802.11ac,2.4GHz,36,-86,80,-90,,
1697156399,MACOS,Airport,-33.91888619149486,151.2308797305686,5.830951894845301,uniwide,08:cc:68:b5:da:de,802.11ac,2.4GHz,36,-86,40,-90,,
1697156399,MACOS,Airport,-33.91888619149486,151.2308797305686,5.830951894845301,uniwide,1c:e6:c7:0d:6c:de,802.11n,2.4GHz,64,-87,40,-93,,
1697156399,MACOS,Airport,-33.91888619149486,151.2308797305686,5.830951894845301,uniwide,08:cc:68:b5:c7:ee,802.11ac,2.4GHz,132,-85,40,-91,,
